,evaluations,theory (real),theory (imag),sim (real),sim (imag),exp (real),exp (imag)
177,4.838052686528282,0.1792119327637904,0.143365242737196,0.14289362788915838,0.11939726727110195,0.20723014256619118,0.0147657841140525
178,4.900884539600078,0.15839513923590506,0.15208854252621004,0.13957348997573743,0.1242497765291789,0.13900203665987748,0.22225050916496925
179,4.9637163926718735,0.13767636691813417,0.15845531472767344,0.11990805771932067,0.12169582428808584,0.16878818737270848,0.13212830957230115
180,5.026548245743669,0.1172900462631053,0.1625736471379888,0.08491891201634533,0.12322819563274168,0.15122199592668006,0.06822810590631331
181,5.089380098815465,0.09744992763285966,0.1645724336081663,0.08006640275826843,0.1242497765291789,0.10310590631364529,0.19042769857433786
182,5.152211951887261,0.07834751583845885,0.16459831286077134,0.06627506065636574,0.1209296386157579,0.10819755600814633,0.0672097759674131
183,5.215043804959057,0.06015091087634107,0.16281253026016781,0.05759162303664911,0.12884689056314652,0.06033604887983676,0.09088594704684287
184,5.277875658030853,0.04300405127298295,0.1593877731907883,0.03281828629804617,0.1262929383220533,-0.06364562118126307,0.1412932790224029
185,5.340707511102649,0.027026350394264737,0.1545050287943273,0.022602477333673765,0.1112246200996041,0.06364562118126252,0.06339103869653742
186,5.403539364174445,0.012312710418413121,0.1483505102132253,0.014174434938066638,0.13957348997573743,0.005346232179225809,0.06593686354378794
187,5.46637121724624,-0.001066106510248971,0.1411126942518147,-0.02030392031669015,0.11582173413357177,-0.026985743380855753,0.19933808553971452
188,5.529203070318037,-0.013062775067235282,0.13297950957371357,-0.00063848806027339,0.07827863618950331,0.0002545824847247081,0.08630346232179197
189,5.592034923389832,-0.02365240063106164,0.1241357102871332,-0.015451411058613196,0.09922104456646658,0.003818737270875285,0.022657841140529274
190,5.6548667764616285,-0.032831242812662226,0.1147604651167171,-0.027454986591750608,0.08440812156812655,-0.05091649694501056,0.17642566191446
191,5.717698629533424,-0.04061520389335855,0.1050251874131092,-0.04226790959009069,0.07623547439662876,-0.05117107942973566,0.06593686354378794
192,5.7805304826052195,-0.047038119448749714,0.09509162610343032,-0.03971395734899763,0.06831822244924024,-0.02113034623217964,0.005091649694500712
193,5.843362335677016,-0.052149889745179055,0.08511023243144313,-0.03383986719448345,0.07955561231004976,-0.09521384928716935,0.1435845213849284
194,5.906194188748811,-0.05601449110378216,0.07521881206830891,-0.020559315540799483,0.03588302898735796,-0.07153767820773968,0.1532586558044804
195,5.969026041820608,-0.05870790635120449,0.06554146698361209,-0.05810241348486783,0.05937938960541439,-0.058808553971487126,0.12576374745417485
196,6.031857894892403,-0.06031601274384441,0.05618782643756307,-0.061167156174179504,0.04303409526241864,-0.10921588594704727,0.12245417515274909
197,6.094689747964199,-0.060932464402381835,0.04725256166906167,-0.05018516153747932,0.04405567615885575,-0.08121181262729159,0.06822810590631331
198,6.157521601035995,-0.060656604373278786,0.038815174383838226,-0.06525347975992846,0.03639381943557657,-0.08044806517311635,0.003564154786150466
199,6.220353454107791,-0.059591439000175765,0.030940045057291546,-0.05299450900268171,0.02719959136764144,-0.01934826883910435,0.054735234215885685
200,6.283185307179587,-0.057841704404086626,0.02367672341415209,-0.044055676158855916,0.026688800919422773,-0.029531568228106278,0.03869653767820737
